subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_02754,Omar Al Mansouri,Fujairah,Zone 3,Prepaid,Premium,214.19,2024-04-27,Suspended
SUB_02755,Fatima Al Mansouri,Sharjah,Zone 5,Postpaid,Standard,112.63,2024-08-18,Churned
SUB_02756,Ali Al Falasi,Sharjah,Zone 7,Prepaid,Unlimited,432.99,2025-05-16,Active
SUB_02757,Hassan Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Basic,91.0,2024-03-03,Active
SUB_02758,Aisha Al Maktoum,Sharjah,Zone 4,Prepaid,Basic,88.8,2025-01-17,Active
SUB_02759,Hana Al Kindi,Abu Dhabi,Zone 3,Postpaid,Premium,284.43,2024-02-12,Suspended
SUB_02760,Hassan Al Mansouri,Abu Dhabi,Zone 6,Prepaid,Unlimited,430.92,2024-02-12,Active
SUB_02761,Mohammed Al Qassimi,Abu Dhabi,Zone 3,Postpaid,Unlimited,365.02,2025-02-20,Active
SUB_02762,Noor Al Maktoum,Abu Dhabi,Zone 3,Postpaid,Basic,77.04,2023-11-23,Active
SUB_02763,Omar Al Maktoum,Abu Dhabi,Zone 5,Prepaid,Basic,52.45,2024-06-24,Active
SUB_02764,Ali Al Falasi,Sharjah,Zone 7,Postpaid,Unlimited,484.06,2024-04-16,Active
SUB_02765,Hana Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Basic,50.02,2024-11-24,Active
SUB_02766,Hassan Al Qassimi,Sharjah,Zone 4,Prepaid,Premium,338.46,2023-11-20,Active
SUB_02767,Noor Al Mansouri,Dubai,Zone 1,Prepaid,Basic,87.76,2025-03-18,Active
SUB_02768,Mohammed Al Falasi,Abu Dhabi,Zone 3,Prepaid,Basic,88.23,2024-12-03,Suspended
SUB_02769,Omar Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Standard,139.1,2025-01-22,Active
SUB_02770,Aisha Al Qassimi,Abu Dhabi,Zone 2,Prepaid,Basic,61.32,2024-10-30,Active
SUB_02771,Mohammed Al Falasi,Fujairah,Zone 2,Prepaid,Standard,172.6,2023-12-18,Active
SUB_02772,Mohammed Al Maktoum,Sharjah,Zone 8,Prepaid,Unlimited,371.36,2024-10-30,Active
SUB_02773,Hana Al Mansouri,Abu Dhabi,Zone 2,Postpaid,Unlimited,428.09,2024-02-19,Active
SUB_02774,Fatima Al Kindi,Dubai,Zone 8,Prepaid,Standard,123.22,2024-05-17,Active
SUB_02775,Ali Al Mansouri,Sharjah,Zone 8,Postpaid,Premium,223.05,2024-08-24,Churned
SUB_02776,Ali Al Mansouri,Dubai,Zone 7,Postpaid,Premium,325.7,2024-11-20,Active
SUB_02777,Fatima Al Falasi,Sharjah,Zone 7,Prepaid,Premium,287.75,2024-03-28,Active
SUB_02778,Ali Al Maktoum,Dubai,Zone 2,Postpaid,Standard,108.86,2023-11-30,Active
SUB_02779,Noor Al Qassimi,Dubai,Zone 4,Prepaid,Standard,186.94,2023-09-28,Suspended
SUB_02780,Leila Al Falasi,Ajman,Zone 7,Prepaid,Premium,208.5,2025-04-23,Active
SUB_02781,Ali Al Qassimi,Sharjah,Zone 5,Prepaid,Standard,164.03,2024-09-06,Active
SUB_02782,Omar Al Qassimi,Dubai,Zone 6,Postpaid,Premium,212.46,2025-04-27,Active
SUB_02783,Leila Al Maktoum,Abu Dhabi,Zone 8,Postpaid,Premium,233.21,2024-05-21,Active
SUB_02784,Ali Al Mansouri,Dubai,Zone 8,Postpaid,Standard,156.07,2024-01-07,Active
SUB_02785,Omar Al Kindi,Dubai,Zone 7,Postpaid,Premium,206.32,2025-04-20,Churned
SUB_02786,Noor Al Mansouri,Sharjah,Zone 2,Postpaid,Basic,55.87,2024-12-07,Active
SUB_02787,Hana Al Kindi,Dubai,Zone 7,Postpaid,Standard,181.53,2025-06-29,Active
SUB_02788,Hana Al Falasi,Ajman,Zone 8,Postpaid,Basic,78.67,2024-02-20,Active
SUB_02789,Ahmed Al Falasi,Abu Dhabi,Zone 7,Prepaid,Premium,300.36,2025-07-13,Active
SUB_02790,Aisha Al Kindi,Ajman,Zone 3,Prepaid,Premium,203.62,2024-09-06,Active
SUB_02791,Fatima Al Qassimi,Dubai,Zone 7,Prepaid,Premium,320.28,2024-04-28,Active
SUB_02792,Ali Al Qassimi,Dubai,Zone 6,Prepaid,Basic,67.62,2024-11-27,Active
SUB_02793,Ali Al Falasi,Abu Dhabi,Zone 1,Prepaid,Premium,248.68,2023-10-28,Active
SUB_02794,Ali Al Maktoum,Ajman,Zone 4,Postpaid,Unlimited,433.77,2024-01-26,Active
SUB_02795,Hana Al Falasi,Abu Dhabi,Zone 6,Postpaid,Standard,178.1,2025-02-13,Active
SUB_02796,Leila Al Mansouri,Sharjah,Zone 6,Postpaid,Premium,252.77,2024-02-04,Active
SUB_02797,Aisha Al Qassimi,Sharjah,Zone 5,Postpaid,Basic,55.06,2025-05-08,Active
SUB_02798,Omar Al Qassimi,Dubai,Zone 8,Postpaid,Standard,163.95,2024-07-13,Active
SUB_02799,Aisha Al Qassimi,Dubai,Zone 8,Postpaid,Basic,67.53,2024-05-17,Active
SUB_02800,Hana Al Maktoum,Sharjah,Zone 3,Prepaid,Standard,132.28,2025-04-16,Suspended
SUB_02801,Aisha Al Kindi,Dubai,Zone 5,Prepaid,Standard,190.88,2023-10-21,Active
SUB_02802,Hassan Al Qassimi,Ajman,Zone 3,Postpaid,Premium,259.7,2025-05-23,Active
SUB_02803,Aisha Al Mansouri,Dubai,Zone 2,Prepaid,Basic,85.58,2023-09-29,Active
SUB_02804,Omar Al Qassimi,Sharjah,Zone 3,Prepaid,Premium,307.38,2024-02-10,Active
SUB_02805,Hana Al Falasi,Abu Dhabi,Zone 3,Postpaid,Standard,192.13,2025-04-24,Active
SUB_02806,Ali Al Kindi,Dubai,Zone 2,Prepaid,Premium,248.58,2024-12-21,Suspended
SUB_02807,Leila Al Mansouri,Abu Dhabi,Zone 4,Prepaid,Premium,282.2,2023-09-25,Suspended
SUB_02808,Ali Al Mansouri,Dubai,Zone 8,Prepaid,Premium,233.67,2024-12-27,Active
SUB_02809,Aisha Al Maktoum,Dubai,Zone 8,Postpaid,Basic,82.39,2024-12-30,Active
SUB_02810,Mohammed Al Mansouri,Abu Dhabi,Zone 5,Postpaid,Standard,124.37,2025-07-18,Active
SUB_02811,Noor Al Falasi,Dubai,Zone 8,Postpaid,Basic,70.73,2024-01-22,Active
SUB_02812,Noor Al Maktoum,Dubai,Zone 7,Postpaid,Standard,118.61,2024-02-24,Active
SUB_02813,Noor Al Falasi,Abu Dhabi,Zone 7,Postpaid,Standard,174.68,2024-08-01,Active
SUB_02814,Ali Al Falasi,Ajman,Zone 6,Postpaid,Standard,136.45,2024-12-11,Churned
SUB_02815,Hana Al Kindi,Dubai,Zone 6,Prepaid,Premium,211.56,2025-03-24,Active
SUB_02816,Hana Al Maktoum,Dubai,Zone 3,Prepaid,Standard,109.66,2024-03-07,Active
SUB_02817,Leila Al Kindi,Sharjah,Zone 6,Postpaid,Premium,215.72,2023-11-29,Active
SUB_02818,Aisha Al Qassimi,Ajman,Zone 4,Prepaid,Basic,73.26,2023-12-29,Active
SUB_02819,Ahmed Al Falasi,Abu Dhabi,Zone 8,Prepaid,Basic,74.86,2024-05-19,Active
SUB_02820,Fatima Al Maktoum,Dubai,Zone 1,Postpaid,Premium,283.99,2024-01-14,Active
SUB_02821,Ahmed Al Qassimi,Dubai,Zone 8,Prepaid,Unlimited,480.14,2025-03-10,Active
SUB_02822,Fatima Al Qassimi,Ajman,Zone 2,Prepaid,Unlimited,493.21,2024-10-30,Active
SUB_02823,Noor Al Qassimi,Abu Dhabi,Zone 1,Postpaid,Standard,171.36,2024-03-24,Active
SUB_02824,Omar Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Basic,60.76,2024-05-03,Active
SUB_02825,Ali Al Kindi,Abu Dhabi,Zone 5,Prepaid,Premium,249.58,2024-01-03,Active
SUB_02826,Hassan Al Falasi,Abu Dhabi,Zone 3,Prepaid,Standard,176.63,2023-09-11,Active
SUB_02827,Noor Al Qassimi,Dubai,Zone 1,Prepaid,Unlimited,495.63,2025-06-15,Active
SUB_02828,Hana Al Kindi,Sharjah,Zone 2,Prepaid,Basic,88.73,2025-05-28,Active
SUB_02829,Noor Al Mansouri,Abu Dhabi,Zone 7,Postpaid,Unlimited,459.56,2025-01-21,Active
SUB_02830,Aisha Al Kindi,Abu Dhabi,Zone 3,Prepaid,Standard,183.57,2025-07-09,Suspended
SUB_02831,Leila Al Mansouri,Abu Dhabi,Zone 6,Prepaid,Basic,54.46,2024-06-21,Active
SUB_02832,Noor Al Falasi,Ajman,Zone 7,Prepaid,Standard,138.13,2024-04-10,Active
SUB_02833,Mohammed Al Qassimi,Sharjah,Zone 3,Prepaid,Premium,214.38,2024-08-10,Active
SUB_02834,Mohammed Al Falasi,Ajman,Zone 5,Postpaid,Basic,74.98,2025-02-01,Active
SUB_02835,Ali Al Falasi,Dubai,Zone 4,Prepaid,Premium,234.0,2023-10-16,Active
SUB_02836,Fatima Al Qassimi,Abu Dhabi,Zone 8,Prepaid,Standard,175.18,2024-02-19,Suspended
SUB_02837,Ali Al Mansouri,Abu Dhabi,Zone 1,Postpaid,Unlimited,497.3,2025-06-09,Active
SUB_02838,Hana Al Mansouri,Dubai,Zone 3,Postpaid,Standard,100.17,2024-02-14,Active
SUB_02839,Ahmed Al Mansouri,Dubai,Zone 6,Prepaid,Premium,257.71,2025-07-11,Active
SUB_02840,Noor Al Kindi,Dubai,Zone 6,Postpaid,Premium,328.9,2025-02-13,Active
SUB_02841,Aisha Al Kindi,Sharjah,Zone 8,Prepaid,Premium,227.27,2024-12-28,Active
SUB_02842,Hana Al Mansouri,Dubai,Zone 3,Postpaid,Standard,159.97,2023-12-30,Churned
SUB_02843,Mohammed Al Falasi,Dubai,Zone 3,Postpaid,Unlimited,426.1,2024-05-10,Active
SUB_02844,Ahmed Al Kindi,Sharjah,Zone 1,Prepaid,Unlimited,490.29,2025-04-07,Active
SUB_02845,Ali Al Qassimi,Sharjah,Zone 2,Prepaid,Basic,67.45,2025-02-05,Active
SUB_02846,Noor Al Kindi,Abu Dhabi,Zone 3,Postpaid,Standard,190.02,2024-03-17,Active
SUB_02847,Aisha Al Kindi,Dubai,Zone 3,Prepaid,Basic,99.87,2024-08-28,Active
SUB_02848,Leila Al Kindi,Fujairah,Zone 7,Prepaid,Basic,89.2,2025-04-11,Active
SUB_02849,Hassan Al Mansouri,Sharjah,Zone 6,Postpaid,Premium,236.93,2025-03-17,Active
SUB_02850,Aisha Al Falasi,Sharjah,Zone 4,Postpaid,Standard,179.41,2025-06-27,Active
SUB_02851,Hana Al Mansouri,Dubai,Zone 8,Prepaid,Premium,321.64,2023-10-03,Active
SUB_02852,Noor Al Mansouri,Sharjah,Zone 2,Prepaid,Basic,83.18,2024-09-14,Active
SUB_02853,Hassan Al Kindi,Abu Dhabi,Zone 7,Prepaid,Basic,87.85,2023-10-20,Active
SUB_02854,Aisha Al Qassimi,Dubai,Zone 6,Prepaid,Standard,113.55,2025-01-18,Active
SUB_02855,Ali Al Falasi,Ajman,Zone 7,Prepaid,Premium,265.27,2025-05-16,Active
SUB_02856,Leila Al Mansouri,Sharjah,Zone 8,Prepaid,Unlimited,365.65,2024-01-12,Active
SUB_02857,Leila Al Kindi,Sharjah,Zone 7,Prepaid,Basic,65.29,2024-10-18,Active
SUB_02858,Ahmed Al Kindi,Dubai,Zone 1,Prepaid,Basic,59.4,2025-05-09,Active
SUB_02859,Ali Al Kindi,Fujairah,Zone 3,Prepaid,Premium,296.14,2025-06-20,Active
SUB_02860,Hassan Al Mansouri,Abu Dhabi,Zone 1,Postpaid,Premium,345.02,2024-07-10,Active
SUB_02861,Aisha Al Qassimi,Dubai,Zone 1,Prepaid,Basic,91.19,2023-09-08,Active
SUB_02862,Omar Al Kindi,Abu Dhabi,Zone 3,Postpaid,Premium,276.31,2023-09-11,Active
SUB_02863,Ahmed Al Maktoum,Dubai,Zone 2,Postpaid,Basic,72.86,2025-01-30,Active
SUB_02864,Aisha Al Qassimi,Dubai,Zone 2,Prepaid,Unlimited,457.11,2024-03-19,Active
SUB_02865,Aisha Al Kindi,Abu Dhabi,Zone 1,Prepaid,Unlimited,356.79,2024-07-14,Suspended
SUB_02866,Aisha Al Mansouri,Dubai,Zone 5,Prepaid,Standard,100.47,2024-12-05,Active
SUB_02867,Hana Al Maktoum,Sharjah,Zone 7,Prepaid,Basic,91.33,2024-07-24,Active
SUB_02868,Omar Al Mansouri,Dubai,Zone 3,Postpaid,Basic,57.08,2024-11-29,Active
SUB_02869,Noor Al Qassimi,Fujairah,Zone 7,Prepaid,Premium,302.06,2023-11-06,Active
SUB_02870,Ali Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Standard,140.92,2025-07-29,Active
SUB_02871,Omar Al Falasi,Abu Dhabi,Zone 7,Prepaid,Standard,127.81,2025-01-26,Active
SUB_02872,Leila Al Qassimi,Dubai,Zone 1,Prepaid,Standard,162.65,2024-06-30,Active
SUB_02873,Ahmed Al Falasi,Sharjah,Zone 3,Prepaid,Unlimited,449.44,2024-12-23,Active
SUB_02874,Fatima Al Mansouri,Abu Dhabi,Zone 2,Postpaid,Standard,115.89,2024-03-26,Active
SUB_02875,Fatima Al Maktoum,Dubai,Zone 6,Prepaid,Basic,58.37,2024-11-19,Churned
SUB_02876,Omar Al Qassimi,Dubai,Zone 5,Postpaid,Premium,242.71,2024-01-03,Active
SUB_02877,Ali Al Mansouri,Abu Dhabi,Zone 2,Postpaid,Premium,259.24,2025-01-14,Active
SUB_02878,Fatima Al Kindi,Dubai,Zone 8,Prepaid,Basic,60.04,2024-02-25,Active
SUB_02879,Ahmed Al Falasi,Ajman,Zone 8,Prepaid,Premium,216.4,2024-12-17,Active
SUB_02880,Ahmed Al Falasi,Abu Dhabi,Zone 3,Prepaid,Premium,212.54,2025-05-31,Suspended
SUB_02881,Aisha Al Falasi,Sharjah,Zone 6,Prepaid,Basic,71.91,2025-03-15,Active
SUB_02882,Leila Al Kindi,Abu Dhabi,Zone 1,Postpaid,Basic,83.14,2024-03-11,Active
SUB_02883,Aisha Al Maktoum,Abu Dhabi,Zone 6,Postpaid,Unlimited,356.56,2025-07-25,Active
SUB_02884,Mohammed Al Qassimi,Ajman,Zone 5,Prepaid,Standard,192.18,2024-08-15,Suspended
SUB_02885,Leila Al Maktoum,Ajman,Zone 1,Prepaid,Standard,139.13,2025-03-05,Active
SUB_02886,Ali Al Kindi,Sharjah,Zone 2,Prepaid,Premium,233.79,2023-11-05,Active
SUB_02887,Aisha Al Qassimi,Abu Dhabi,Zone 8,Prepaid,Standard,102.53,2024-05-14,Suspended
SUB_02888,Fatima Al Maktoum,Abu Dhabi,Zone 5,Postpaid,Basic,77.84,2025-03-15,Active
SUB_02889,Hassan Al Qassimi,Sharjah,Zone 1,Postpaid,Standard,111.14,2025-06-03,Active
SUB_02890,Omar Al Kindi,Ajman,Zone 1,Postpaid,Basic,80.93,2025-02-16,Active
SUB_02891,Hana Al Qassimi,Abu Dhabi,Zone 1,Prepaid,Premium,221.52,2025-04-24,Active
SUB_02892,Aisha Al Mansouri,Sharjah,Zone 7,Prepaid,Basic,50.17,2025-06-10,Active
SUB_02893,Omar Al Kindi,Dubai,Zone 2,Postpaid,Basic,92.85,2023-11-04,Active
SUB_02894,Ahmed Al Kindi,Dubai,Zone 2,Prepaid,Premium,202.97,2024-04-08,Active
SUB_02895,Noor Al Falasi,Abu Dhabi,Zone 5,Postpaid,Premium,302.84,2024-07-08,Active
SUB_02896,Leila Al Maktoum,Dubai,Zone 8,Prepaid,Premium,291.89,2024-08-20,Active
SUB_02897,Leila Al Falasi,Abu Dhabi,Zone 3,Postpaid,Standard,145.42,2024-08-05,Active
SUB_02898,Aisha Al Maktoum,Sharjah,Zone 5,Postpaid,Standard,163.71,2025-02-11,Suspended
SUB_02899,Omar Al Qassimi,Dubai,Zone 3,Prepaid,Premium,255.21,2025-07-18,Active
SUB_02900,Omar Al Qassimi,Abu Dhabi,Zone 3,Prepaid,Basic,52.13,2024-06-14,Active
SUB_02901,Hassan Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Unlimited,368.75,2023-11-06,Active
SUB_02902,Hana Al Maktoum,Abu Dhabi,Zone 7,Postpaid,Standard,142.11,2024-06-07,Active
SUB_02903,Leila Al Falasi,Dubai,Zone 8,Prepaid,Unlimited,492.86,2024-04-21,Active
SUB_02904,Hana Al Qassimi,Dubai,Zone 6,Postpaid,Basic,83.27,2025-03-25,Active
SUB_02905,Hassan Al Maktoum,Dubai,Zone 4,Prepaid,Unlimited,382.54,2025-01-25,Active
SUB_02906,Noor Al Maktoum,Abu Dhabi,Zone 6,Prepaid,Basic,95.02,2024-01-25,Active
SUB_02907,Omar Al Qassimi,Dubai,Zone 5,Prepaid,Premium,232.03,2025-03-17,Active
SUB_02908,Leila Al Mansouri,Dubai,Zone 8,Prepaid,Unlimited,395.05,2023-11-09,Suspended
SUB_02909,Omar Al Mansouri,Sharjah,Zone 4,Postpaid,Standard,121.72,2024-01-22,Active
SUB_02910,Mohammed Al Falasi,Abu Dhabi,Zone 7,Postpaid,Standard,118.03,2024-05-12,Active
SUB_02911,Ahmed Al Maktoum,Fujairah,Zone 7,Postpaid,Standard,156.74,2025-02-13,Active
SUB_02912,Ali Al Kindi,Dubai,Zone 3,Prepaid,Standard,164.12,2023-12-29,Active
SUB_02913,Aisha Al Maktoum,Dubai,Zone 7,Postpaid,Standard,131.65,2024-11-30,Active
SUB_02914,Mohammed Al Falasi,Dubai,Zone 6,Prepaid,Premium,291.55,2023-11-20,Active
SUB_02915,Hassan Al Mansouri,Fujairah,Zone 2,Postpaid,Standard,178.7,2025-05-13,Active
SUB_02916,Ahmed Al Mansouri,Ajman,Zone 1,Postpaid,Standard,133.15,2025-05-08,Active
SUB_02917,Hana Al Qassimi,Sharjah,Zone 4,Prepaid,Standard,174.36,2025-01-02,Active
SUB_02918,Ali Al Mansouri,Sharjah,Zone 6,Prepaid,Standard,162.32,2024-09-19,Active
SUB_02919,Noor Al Falasi,Dubai,Zone 8,Postpaid,Basic,66.93,2025-02-10,Active
SUB_02920,Ali Al Qassimi,Dubai,Zone 2,Postpaid,Standard,180.23,2025-02-26,Active
SUB_02921,Mohammed Al Maktoum,Dubai,Zone 7,Prepaid,Standard,111.84,2023-11-14,Active
SUB_02922,Omar Al Maktoum,Ajman,Zone 8,Prepaid,Basic,84.99,2024-10-25,Active
SUB_02923,Aisha Al Mansouri,Dubai,Zone 3,Postpaid,Basic,95.46,2025-05-01,Active
SUB_02924,Ahmed Al Maktoum,Sharjah,Zone 7,Postpaid,Basic,73.64,2024-04-07,Active
SUB_02925,Mohammed Al Mansouri,Abu Dhabi,Zone 6,Postpaid,Unlimited,489.64,2023-12-19,Active
SUB_02926,Noor Al Maktoum,Dubai,Zone 8,Prepaid,Basic,94.7,2024-03-23,Active
SUB_02927,Noor Al Qassimi,Dubai,Zone 6,Postpaid,Unlimited,498.17,2024-07-26,Churned
SUB_02928,Fatima Al Maktoum,Abu Dhabi,Zone 3,Prepaid,Premium,293.6,2023-09-15,Active
SUB_02929,Omar Al Maktoum,Sharjah,Zone 2,Prepaid,Basic,99.64,2023-09-24,Active
SUB_02930,Aisha Al Qassimi,Dubai,Zone 5,Postpaid,Basic,85.57,2025-05-15,Active
SUB_02931,Hana Al Kindi,Dubai,Zone 8,Postpaid,Standard,101.6,2023-12-13,Active
SUB_02932,Omar Al Maktoum,Abu Dhabi,Zone 6,Prepaid,Basic,92.56,2025-01-24,Active
SUB_02933,Hassan Al Qassimi,Dubai,Zone 1,Prepaid,Premium,273.44,2025-02-19,Active
SUB_02934,Ahmed Al Maktoum,Dubai,Zone 5,Prepaid,Standard,126.31,2024-05-22,Active
SUB_02935,Hana Al Mansouri,Abu Dhabi,Zone 5,Postpaid,Premium,312.5,2023-10-06,Active
SUB_02936,Leila Al Mansouri,Dubai,Zone 6,Prepaid,Standard,155.13,2025-03-28,Churned
SUB_02937,Noor Al Mansouri,Sharjah,Zone 1,Prepaid,Basic,65.14,2025-01-16,Active
SUB_02938,Leila Al Falasi,Dubai,Zone 7,Prepaid,Standard,103.6,2023-09-20,Suspended
SUB_02939,Ali Al Falasi,Sharjah,Zone 6,Prepaid,Standard,136.68,2024-03-02,Active
SUB_02940,Omar Al Falasi,Sharjah,Zone 6,Postpaid,Unlimited,369.85,2024-08-19,Active
SUB_02941,Ali Al Kindi,Sharjah,Zone 4,Prepaid,Standard,148.88,2024-11-08,Active
SUB_02942,Fatima Al Falasi,Abu Dhabi,Zone 2,Postpaid,Basic,90.27,2024-09-16,Active
SUB_02943,Hassan Al Mansouri,Dubai,Zone 1,Prepaid,Basic,90.54,2025-04-21,Active
SUB_02944,Aisha Al Mansouri,Dubai,Zone 3,Prepaid,Unlimited,406.01,2025-03-04,Active
SUB_02945,Noor Al Maktoum,Dubai,Zone 2,Prepaid,Premium,329.55,2025-07-30,Active
SUB_02946,Ahmed Al Qassimi,Dubai,Zone 2,Prepaid,Premium,223.44,2023-11-06,Active
SUB_02947,Leila Al Qassimi,Sharjah,Zone 2,Postpaid,Premium,291.88,2025-06-12,Active
SUB_02948,Mohammed Al Maktoum,Abu Dhabi,Zone 2,Postpaid,Premium,227.84,2025-05-07,Active
SUB_02949,Ahmed Al Falasi,Fujairah,Zone 4,Prepaid,Standard,121.02,2025-05-19,Suspended
SUB_02950,Omar Al Qassimi,Dubai,Zone 4,Prepaid,Basic,73.8,2025-01-18,Active
SUB_02951,Leila Al Kindi,Dubai,Zone 3,Prepaid,Standard,146.92,2023-09-16,Churned
SUB_02952,Noor Al Mansouri,Fujairah,Zone 8,Prepaid,Premium,227.74,2025-08-02,Active
SUB_02953,Fatima Al Maktoum,Dubai,Zone 4,Prepaid,Unlimited,389.49,2024-01-31,Suspended
SUB_02954,Noor Al Maktoum,Dubai,Zone 2,Prepaid,Basic,85.14,2025-05-23,Active
SUB_02955,Aisha Al Maktoum,Abu Dhabi,Zone 6,Prepaid,Premium,313.44,2024-12-18,Active
SUB_02956,Mohammed Al Falasi,Ajman,Zone 5,Postpaid,Standard,160.16,2024-03-08,Active
SUB_02957,Ali Al Maktoum,Sharjah,Zone 7,Prepaid,Standard,125.09,2024-08-20,Suspended
SUB_02958,Aisha Al Kindi,Dubai,Zone 1,Prepaid,Standard,165.48,2023-09-09,Active
SUB_02959,Ali Al Qassimi,Sharjah,Zone 3,Postpaid,Standard,106.47,2025-06-05,Active
SUB_02960,Leila Al Qassimi,Abu Dhabi,Zone 1,Postpaid,Basic,80.99,2024-05-25,Active
SUB_02961,Fatima Al Falasi,Dubai,Zone 1,Prepaid,Premium,346.58,2023-09-18,Active
SUB_02962,Fatima Al Qassimi,Fujairah,Zone 6,Prepaid,Unlimited,454.71,2023-11-27,Active
SUB_02963,Fatima Al Kindi,Dubai,Zone 5,Postpaid,Basic,86.36,2024-09-16,Suspended
SUB_02964,Leila Al Qassimi,Ajman,Zone 8,Postpaid,Standard,137.04,2024-10-05,Active
SUB_02965,Leila Al Qassimi,Abu Dhabi,Zone 4,Prepaid,Premium,234.22,2025-02-15,Active
SUB_02966,Ahmed Al Qassimi,Ajman,Zone 7,Prepaid,Premium,269.74,2024-04-23,Suspended
SUB_02967,Hana Al Falasi,Sharjah,Zone 8,Prepaid,Basic,93.43,2024-04-20,Active
SUB_02968,Leila Al Maktoum,Abu Dhabi,Zone 3,Postpaid,Unlimited,460.68,2024-07-10,Active
SUB_02969,Omar Al Mansouri,Dubai,Zone 3,Postpaid,Premium,318.24,2024-07-14,Suspended
SUB_02970,Mohammed Al Falasi,Sharjah,Zone 6,Prepaid,Standard,101.4,2023-10-01,Suspended
SUB_02971,Mohammed Al Maktoum,Abu Dhabi,Zone 3,Prepaid,Basic,60.85,2025-07-23,Active
SUB_02972,Omar Al Falasi,Sharjah,Zone 3,Prepaid,Basic,63.54,2025-01-18,Active
SUB_02973,Ahmed Al Falasi,Abu Dhabi,Zone 7,Prepaid,Premium,223.75,2024-01-24,Active
SUB_02974,Ali Al Maktoum,Dubai,Zone 4,Prepaid,Standard,148.65,2024-03-15,Active
SUB_02975,Omar Al Falasi,Dubai,Zone 3,Postpaid,Premium,273.1,2023-09-27,Active
SUB_02976,Ahmed Al Qassimi,Dubai,Zone 2,Postpaid,Premium,210.04,2024-09-11,Active
SUB_02977,Leila Al Kindi,Sharjah,Zone 5,Postpaid,Premium,221.22,2024-02-24,Active
SUB_02978,Leila Al Maktoum,Abu Dhabi,Zone 7,Prepaid,Unlimited,423.58,2024-09-27,Active
SUB_02979,Mohammed Al Qassimi,Dubai,Zone 5,Postpaid,Unlimited,452.61,2024-05-26,Churned
SUB_02980,Noor Al Mansouri,Ajman,Zone 3,Postpaid,Basic,76.48,2024-08-24,Active
SUB_02981,Hana Al Maktoum,Sharjah,Zone 6,Prepaid,Basic,78.27,2024-04-11,Churned
SUB_02982,Fatima Al Mansouri,Dubai,Zone 8,Postpaid,Basic,68.5,2024-11-29,Active
SUB_02983,Aisha Al Qassimi,Abu Dhabi,Zone 4,Prepaid,Premium,336.52,2024-09-22,Active
SUB_02984,Leila Al Qassimi,Dubai,Zone 6,Prepaid,Standard,157.72,2024-09-03,Active
SUB_02985,Aisha Al Maktoum,Sharjah,Zone 6,Prepaid,Basic,89.08,2023-12-31,Active
SUB_02986,Aisha Al Kindi,Dubai,Zone 4,Prepaid,Basic,90.67,2024-11-26,Suspended
SUB_02987,Leila Al Kindi,Ajman,Zone 8,Postpaid,Standard,189.06,2024-09-22,Active
SUB_02988,Hassan Al Mansouri,Abu Dhabi,Zone 7,Postpaid,Unlimited,462.53,2023-11-09,Active
SUB_02989,Hana Al Mansouri,Dubai,Zone 8,Postpaid,Premium,269.4,2024-11-09,Active
SUB_02990,Fatima Al Falasi,Sharjah,Zone 7,Postpaid,Standard,177.74,2024-10-30,Suspended
SUB_02991,Mohammed Al Qassimi,Fujairah,Zone 1,Postpaid,Standard,147.37,2024-12-23,Active
SUB_02992,Ahmed Al Qassimi,Abu Dhabi,Zone 6,Prepaid,Premium,323.73,2024-04-01,Active
SUB_02993,Hassan Al Maktoum,Dubai,Zone 5,Postpaid,Basic,97.83,2024-03-30,Active
SUB_02994,Hana Al Kindi,Abu Dhabi,Zone 4,Postpaid,Basic,91.21,2023-10-17,Suspended
SUB_02995,Aisha Al Kindi,Abu Dhabi,Zone 2,Postpaid,Standard,129.56,2025-06-07,Active
SUB_02996,Aisha Al Kindi,Dubai,Zone 5,Prepaid,Standard,124.82,2024-07-19,Active
SUB_02997,Omar Al Mansouri,Abu Dhabi,Zone 5,Prepaid,Basic,63.05,2025-03-14,Active
SUB_02998,Ali Al Mansouri,Sharjah,Zone 1,Postpaid,Basic,82.58,2024-06-03,Active
SUB_02999,Fatima Al Qassimi,Fujairah,Zone 8,Prepaid,Unlimited,466.37,2025-03-10,Active
SUB_03000,Leila Al Falasi,Ajman,Zone 3,Prepaid,Unlimited,439.08,2024-09-21,Active
SUB_03001,Fatima Al Qassimi,Sharjah,Zone 8,Prepaid,Basic,63.8,2023-11-26,Active
SUB_03002,Leila Al Qassimi,Abu Dhabi,Zone 3,Postpaid,Standard,158.65,2024-09-12,Suspended
SUB_03003,Ahmed Al Mansouri,Abu Dhabi,Zone 1,Postpaid,Unlimited,480.16,2024-01-21,Active
SUB_03004,Leila Al Qassimi,Ajman,Zone 3,Postpaid,Basic,65.76,2024-07-20,Active
SUB_03005,Hassan Al Mansouri,Dubai,Zone 7,Postpaid,Basic,82.32,2024-06-29,Active
